model_name,display_name,model_family,model_type,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,13491.32,221041838,37.950,37.947,37.975,37.991,4.22,0.15,1771.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:41:20
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,10169.68,166619957,50.346,50.340,50.478,50.529,3.91,0.28,1501.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:41:55
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,839.28,13750686,610.050,610.690,611.073,611.329,19.57,2.62,2908.4,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:42:43
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,9654.34,158176691,53.033,53.039,53.237,53.381,5.94,0.77,744.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:43:17
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3591.93,58850226,142.542,142.648,143.005,143.156,22.50,2.91,1117.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:43:54
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1083.65,17754536,472.477,472.459,473.457,473.502,87.47,11.34,1991.7,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:44:40
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,325.02,5325101,1575.296,1575.336,1578.068,1578.589,305.54,39.66,3271.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:45:52
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3524.60,57747092,145.265,145.172,145.912,146.109,22.51,2.91,1117.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:46:30
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1069.57,17523795,478.698,478.726,479.590,479.684,87.49,11.34,1991.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:47:15
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1783.76,29225068,287.035,286.907,288.222,289.062,27.54,4.11,3426.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:47:55
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,936.38,15341697,546.785,546.672,548.311,548.730,48.85,8.87,3512.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:48:40
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,606.66,9939443,843.972,843.441,846.347,847.072,86.76,15.61,4630.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:49:34
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,309.60,5072495,1653.744,1653.191,1658.034,1658.605,195.03,34.73,6999.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:50:46
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1067.21,17485203,479.755,479.807,480.679,480.951,87.47,11.50,1889.4,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:51:31
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,320.89,5257400,1595.581,1595.784,1598.767,1598.768,305.58,40.08,3136.0,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:52:45
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2329.75,38170659,219.766,219.614,220.843,221.659,24.24,2.94,10912.9,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:53:24
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,861.21,14109994,594.515,594.418,596.464,596.937,73.56,10.57,14938.4,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:54:11
resnet18,ResNet-18,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,10048.81,144702846,50.951,50.944,51.076,51.282,11.18,1.08,1182.4,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:36:55
resnet50,ResNet-50,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,4271.93,61515845,119.852,119.831,120.595,120.678,23.53,2.50,1351.4,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:37:43
resnet101,ResNet-101,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,2260.94,32557577,226.454,226.474,226.934,227.079,42.52,4.92,1427.4,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:38:35
resnet152,ResNet-152,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1526.45,21980874,335.419,335.372,336.076,336.750,58.16,7.27,1489.9,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:39:35
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,15151.74,218185004,33.792,33.784,33.849,33.951,4.02,0.24,970.7,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:40:30
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,5216.94,75123972,98.142,98.135,98.526,98.681,17.57,0.95,1468.1,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:41:35
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1927.92,27762092,265.571,265.475,266.306,266.893,63.81,3.28,2101.5,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:42:59
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,4255.73,61282512,120.308,120.277,120.975,121.272,27.83,2.24,1242.6,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:43:49
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,2357.13,33942738,217.213,217.170,218.062,218.486,49.46,4.35,1329.2,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:44:40
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1467.19,21127537,348.966,348.982,349.662,349.858,87.57,7.69,1838.5,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:45:41
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,571.92,8235633,895.232,895.086,899.323,899.897,196.24,17.21,11369.7,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:46:56
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,69034.78,994100832,7.417,7.414,7.430,7.443,1.53,0.04,252.4,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:47:43
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,25155.27,362235929,20.354,20.346,20.394,20.528,4.21,0.14,675.4,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:48:33
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,14419.63,207642681,35.507,35.497,35.626,35.919,3.91,0.25,765.5,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:49:22
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,961.50,13845652,532.499,532.990,533.582,533.862,19.57,2.46,1566.5,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:50:24
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,16307.83,234832684,31.396,31.398,31.558,31.713,5.45,0.54,228.0,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:51:08
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,5483.12,78956931,93.377,93.355,93.609,93.746,21.51,2.14,432.0,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:51:54
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1487.76,21423721,344.142,344.126,345.453,345.730,85.50,8.53,963.2,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:52:47
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,445.10,6409471,1150.298,1150.136,1153.285,1153.654,302.90,30.25,2016.1,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:54:08
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,5466.80,78721869,93.656,93.629,94.076,94.247,21.52,2.14,432.1,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:54:53
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1482.81,21352476,345.290,345.240,346.521,346.771,85.51,8.53,963.2,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:55:45
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,2302.97,33162836,222.321,222.359,223.148,223.676,27.52,4.19,1931.7,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:56:52
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1146.49,16509408,446.582,446.586,448.567,449.335,48.84,8.95,2017.6,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:58:02
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,688.38,9912627,743.779,743.285,747.173,748.287,86.74,15.76,2753.7,False,2,120,2.10.0+cu128,12.8,2026-04-30T05:59:32
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,344.29,4957792,1487.114,1486.188,1492.802,1492.996,194.99,35.11,4353.3,False,2,120,2.10.0+cu128,12.8,2026-04-30T06:01:25
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1481.42,21332397,345.615,345.673,346.761,347.084,85.49,8.62,963.6,False,2,120,2.10.0+cu128,12.8,2026-04-30T06:02:21
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,444.11,6395238,1152.858,1152.890,1156.466,1157.768,302.94,30.50,2017.1,False,2,120,2.10.0+cu128,12.8,2026-04-30T06:03:49
resnet18,ResNet-18,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,7375.10,152930097,69.423,69.390,69.784,69.945,11.18,1.58,1797.1,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:28:50
resnet50,ResNet-50,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3162.61,65579853,161.892,161.781,162.694,163.391,23.53,3.52,1848.2,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:29:38
resnet101,ResNet-101,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1800.10,37326909,284.428,284.379,285.317,285.758,42.52,6.58,1924.1,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:30:31
resnet152,ResNet-152,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1242.63,25767197,412.029,411.974,413.437,413.925,58.16,9.65,1986.6,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:31:33
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,10686.89,221603292,47.909,47.895,48.013,48.155,4.02,0.34,1427.9,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:32:30
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3661.74,75929867,139.824,139.780,140.249,140.527,17.57,1.35,2121.0,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:33:42
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1343.56,27860116,381.076,380.997,382.546,382.805,63.81,4.68,2949.0,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:35:11
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,2669.18,55348096,191.819,191.870,192.900,193.158,27.83,3.55,1779.8,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:36:03
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1419.15,29427442,360.780,360.695,362.299,362.373,49.46,7.05,1866.3,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:36:58
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,862.64,17887717,593.526,593.261,595.902,597.544,87.58,12.46,2528.2,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:38:04
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,385.88,8001516,1326.853,1326.924,1329.742,1329.864,196.25,27.88,11583.9,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:39:29
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,48251.37,1000540353,10.611,10.608,10.629,10.643,1.53,0.05,442.2,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:40:17
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,17829.08,369703825,28.717,28.710,28.753,28.840,4.21,0.19,1003.9,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:41:07
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,10401.28,215680894,49.225,49.215,49.366,49.473,3.91,0.36,1131.9,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:41:56
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,790.21,16385717,647.932,648.396,648.814,649.093,19.57,3.34,2261.5,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:43:02
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,9374.64,194392621,54.615,54.580,54.866,55.075,5.50,0.89,385.3,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:43:45
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3153.95,65400379,162.336,162.536,163.040,163.346,21.63,3.53,677.7,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:44:32
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,901.31,18689463,568.065,567.860,570.715,571.782,85.72,14.02,1386.0,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:45:28
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,263.40,5461792,1943.837,1947.984,1953.227,1954.017,303.19,49.65,2554.1,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:47:03
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3158.07,65485808,162.124,162.143,162.831,163.004,21.63,3.53,677.7,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:47:50
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,899.99,18662174,568.896,568.775,570.952,571.831,85.74,14.02,1386.0,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:48:46
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1819.44,37727893,281.405,281.353,282.500,283.470,27.52,5.26,2772.4,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:49:54
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,957.99,19864908,534.452,534.495,536.466,537.329,48.84,10.50,2858.2,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:51:06
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,577.97,11984843,885.855,885.959,889.347,889.745,86.75,18.50,3857.8,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:52:38
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,292.68,6068911,1749.380,1748.574,1757.835,1757.936,195.00,41.23,5968.2,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:54:32
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,897.57,18611948,570.431,570.244,572.913,573.628,85.71,14.27,1387.0,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:55:30
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,262.60,5445304,1949.722,1950.843,1953.265,1954.828,303.25,50.31,2556.1,False,3,144,2.10.0+cu128,12.8,2026-04-30T06:57:08
resnet18,ResNet-18,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,19933.29,81646754,25.686,25.679,25.729,25.855,11.20,0.34,648.7,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:00:59
resnet50,ResNet-50,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,10446.28,42787957,49.013,48.991,49.324,49.494,23.55,0.71,779.1,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:01:44
resnet101,ResNet-101,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,4557.48,18667447,112.343,112.286,112.847,113.003,42.54,1.32,855.0,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:02:34
resnet152,ResNet-152,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3026.37,12396027,169.179,169.293,169.795,169.862,58.19,1.92,917.6,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:03:33
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,47825.88,195894791,10.706,10.703,10.725,10.758,4.02,0.07,361.5,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:04:25
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,17373.21,71160660,29.471,29.458,29.550,29.669,17.57,0.26,543.4,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:05:28
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,6669.31,27317511,76.770,76.756,77.128,77.275,63.82,0.87,860.2,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:06:43
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,12665.21,51876713,40.426,40.417,40.722,40.815,27.84,0.73,506.8,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:07:30
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,6886.54,28207260,74.348,74.332,74.792,75.072,49.47,1.42,593.4,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:08:19
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,4378.28,17933416,116.941,116.934,117.247,117.488,87.59,2.51,848.5,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:09:13
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1265.50,5183489,404.583,404.486,406.726,407.271,196.27,5.62,11309.8,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:10:15
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,170484.90,698306167,3.003,2.998,3.017,3.043,1.53,0.01,217.8,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:11:02
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,73158.09,299655538,6.999,6.996,7.017,7.036,4.22,0.04,278.3,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:11:51
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,39057.34,159978846,13.109,13.100,13.211,13.280,3.91,0.07,303.5,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:12:37
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,2648.01,10846250,193.353,193.319,193.754,194.102,19.57,0.66,1151.6,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:13:31
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,38380.17,157205166,13.340,13.328,13.485,13.538,5.84,0.20,166.5,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:14:15
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,13406.07,54911277,38.192,38.195,38.462,38.551,22.29,0.75,278.0,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:15:00
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3908.70,16010047,130.990,130.991,131.596,131.853,87.04,2.95,630.5,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:15:48
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1168.09,4784492,438.323,438.298,440.027,440.626,304.96,10.35,1563.9,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:16:51
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,13381.86,54812086,38.261,38.264,38.524,38.625,22.30,0.75,278.1,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:17:36
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3904.09,15991143,131.145,131.116,131.914,132.351,87.06,2.95,630.6,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:18:24
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,10000.98,40964032,51.195,51.175,51.485,51.593,27.52,0.85,775.3,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:19:21
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,5942.17,24339138,86.164,86.120,86.666,86.845,48.82,1.54,860.6,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:20:23
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3822.09,15655273,133.958,133.957,134.383,134.802,86.72,2.72,1205.4,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:21:33
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1845.13,7557665,277.487,277.561,278.763,278.968,194.97,6.06,2019.4,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:22:48
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3904.16,15991419,131.142,131.069,131.895,132.467,87.05,2.96,630.6,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:23:39
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1166.33,4777278,438.985,438.705,441.028,441.636,304.99,10.38,1564.2,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:24:45
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,10811.16,44282530,47.358,47.349,47.606,47.825,24.23,0.73,1249.0,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:25:36
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3839.07,15724836,133.366,133.354,134.171,134.444,73.52,2.62,2002.5,False,10,64,2.10.0+cu128,12.8,2026-04-30T07:26:34
resnet18,ResNet-18,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,8485.16,122186353,60.341,60.297,60.621,60.705,11.21,1.31,2061.6,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:27:17
resnet50,ResNet-50,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,3954.84,56949701,129.462,129.407,130.051,130.275,23.56,2.72,2112.6,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:28:04
resnet101,ResNet-101,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,2169.36,31238839,236.014,236.012,236.712,236.904,42.55,5.15,2188.6,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:28:58
resnet152,ResNet-152,ResNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1480.21,21314972,345.898,345.807,347.512,348.037,58.19,7.50,2251.1,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:30:01
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,14332.79,206392125,35.722,35.711,35.799,35.931,4.02,0.26,1266.1,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:30:51
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,5050.80,72731560,101.370,101.356,101.715,101.883,17.57,0.98,1763.5,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:31:49
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,1904.86,27430012,268.786,268.786,269.640,269.973,63.82,3.33,2397.4,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:33:05
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,4146.70,59712465,123.472,123.463,124.098,124.357,27.84,2.26,1538.6,False,12,120,2.10.0+cu128,12.8,2026-04-30T07:33:53
